117 CXOU J132528.3-430416 187.9 13 25 28.3 -43 04 16.5  113   95.9 10.6 8.55E+36          
118 CXOU J132511.5-430226 192.1 13 25 11.6 -43 02 26.6  184  161.9 13.6 1.74E+37          
119 CXOU J132514.5-425858 193.9 13 25 14.5 -42 58 58.7   22   13.7  4.7 1.37E+36          
120 CXOU J132517.7-430350 194.4 13 25 17.8 -43 03 50.6   43   29.9  6.6 3.45E+36          
121 CXOU J132545.6-430115 197.9 13 25 45.7 -43 01 15.9   79   43.1  8.9 3.62E+36 GAL      whh-317       *
122 CXOU J132524.9-430425 199.1 13 25 24.9 -43 04 25.7  151  132.9 12.3 1.58E+37          
123 CXOU J132512.1-425918 201.8 13 25 12.2 -42 59 18.8   34   25.3  5.8 2.57E+36          
124 CXOU J132529.3-425747 201.8 13 25 29.3 -42 57 47.8   48   23.8  6.9 2.18E+36 GC       whh-17
125 CXOU J132514.8-425840 204.1 13 25 14.8 -42 58 40.8   33   23.2  5.7 2.23E+36          
126 CXOU J132542.1-430319 206.0 13 25 42.1 -43 03 20.0   52   30.5  7.2 2.59E+36 GC       mrfa-026
127 CXOU J132538.2-425815 208.6 13 25 38.2 -42 58 15.8  131  107.  11.4 9.14E+36 GC       mrfa-003
128 CXOU J132532.8-430429 208.8 13 25 32.9 -43 04 29.4  173  146.6 13.2 1.30E+37          
129 CXOU J132546.4-430036 209.2 13 25 46.5 -43 00 36.7   54   31.1  7.3 2.82E+36          
130 CXOU J132519.0-425759 211.5 13 25 19.1 -42 57 59.3   55   42.9  7.4 4.28E+36          
131 CXOU J132524.4-425735 216.1 13 25 24.4 -42 57 35.6   12    7.1  3.5 2.08E+36          
132 CXOU J132513.1-425841 216.5 13 25 13.2 -42 58 41.2   23   17.2  4.8 1.93E+36          
133 CXOU J13257.82-430059 217.3 13 25 07.8 -43 00 59.8   24   15.9  4.9 2.06E+36          
134 CXOU J132532.3-430441 218.7 13 25 32.3 -43 04 41.3   49   34.3  7.0 3.27E+36          
135 CXOU J132507.6-430115 219.1 13 25 07.7 -43 01 15.5 2028 1873.  45.0 1.90E+38 GC       whh-8
136 CXOU J132516.0-430411 222.1 13 25 16.0 -43 04 11.1   31   17.2  5.6 2.14E+36          
137 CXOU J132547.6-430030 223.0 13 25 47.7 -43 00 30.7   89   45.   9.4 4.18E+36          
138 CXOU J132543.2-425837 228.5 13 25 43.2 -42 58 37.6  152  120.9 12.3 1.04E+37 GC       pff-gc-062
139 CXOU J132509.3-425917 229.0 13 25 09.4 -42 59 17.6   78   45.4  8.8 4.13E+36          
140 CXOU J132521.8-430451 231.3 13 25 21.8 -43 04 51.2  120   70.1 11.  7.33E+36          
141 CXOU J132512.0-425830 233.2 13 25 12.0 -42 58 30.7   63   33.6  7.9 3.02E+36          
142 CXOU J132512.3-425824 234.6 13 25 12.3 -42 58 24.5   82   56.4  9.1 5.12E+36          
143 CXOU J132547.1-430243 234.7 13 25 47.2 -43 02 43.6  181  151.7 13.5 1.32E+37          
144 CXOU J132514.8-430418 235.4 13 25 14.8 -43 04 18.0   89   35.8  9.4 3.89E+36          
145 CXOU J132538.8-430432 237.9 13 25 38.9 -43 04 32.1   32   17.5  5.7 1.63E+36          
146 CXOU J132522.3-425717 238.4 13 25 22.4 -42 57 17.4  914  845.7 30.2 7.37E+37 GC       mrfa-208      *
147 CXOU J132546.3-430310 239.1 13 25 46.4 -43 03 10.8  406  356.8 20.1 3.35E+37 FS       mrfa-93
148 CXOU J132509.2-425859 239.7 13 25 09.2 -42 58 59.5  682  594.  26.1 5.21E+37 GC       mrfa-215      *
149 CXOU J132506.3-430221 244.4 13 25 06.3 -43 02 21.2  974  818.5 31.2 8.26E+37          
150 CXOU J132515.8-425739 245.6 13 25 15.8 -42 57 39.9  141  106.5 11.9 9.78E+36          
151 CXOU J132505.0-430133 248.9 13 25 05.0 -43 01 33.5  292  239.9 17.1 2.51E+37          
152 CXOU J132534.2-425709 249.9 13 25 34.3 -42 57 09.7   47   25.2  6.9 2.46E+36          
153 CXOU J132547.6-425903 252.6 13 25 47.6 -42 59 03.8   56   36.4  7.5 3.31E+36          
154 CXOU J132529.2-430521 253.4 13 25 29.2 -43 05 21.5   32   19.4  5.7 3.10E+36          
155 CXOU J132548.5-430258 254.6 13 25 48.6 -43 02 58.4   33   18.8  5.7 2.02E+36          
156 CXOU J132527.5-430525 256.5 13 25 27.6 -43 05 25.3   55   37.2  7.4 4.92E+36          
157 CXOU J132538.5-425720 258.0 13 25 38.6 -42 57 20.5  102   57.5 10.1 5.36E+36          
158 CXOU J132518.8-425708 258.7 13 25 18.9 -42 57 08.5   91   61.5  9.5 6.02E+36          
159 CXOU J132523.5-425651 260.7 13 25 23.5 -42 56 52.0  204  170.4 14.3 1.78E+37          
160 CXOU J132504.4-430008 261.5 13 25 04.4 -43 00 08.2   94   69.8  9.7 7.71E+36          
161 CXOU J132545.5-425815 261.7 13 25 45.5 -42 58 15.9  242  179.5 15.6 1.73E+37          
162 CXOU J132533.6-430525 265.1 13 25 33.7 -43 05 25.4   86   63.8  9.3 8.22E+36 FS       HD 116647 fs
163 CXOU J132548.5-430322 265.6 13 25 48.5 -43 03 22.8   56   41.8  7.5 5.83E+36          
164 CXOU J132539.8-430501 268.9 13 25 39.8 -43 05 01.9  100   86.8 10.  2.20E+37 GC       pff-gc-111
165 CXOU J132547.2-425825 270.0 13 25 47.2 -42 58 25.6  179  139.7 13.4 1.22E+37          
166 CXOU J132538.0-430513 270.4 13 25 38.1 -43 05 13.6   98   82.2  9.9 2.00E+37          
167 CXOU J132526.1-425636 272.5 13 25 26.2 -42 56 36.7  184  139.6 13.6 1.25E+37          
168 CXOU J132549.4-425858 273.2 13 25 49.5 -42 58 58.4   34   16.6  5.8 1.62E+36          
169 CXOU J132535.2-430529 273.3 13 25 35.2 -43 05 29.0   18   14.2  4.2 4.67E+36 GC       whh-22 
170 CXOU J132527.5-430549 281.1 13 25 27.6 -43 05 49.9   59   35.1  7.7 4.60E+36          
171 CXOU J132503.5-425928 282.5 13 25 03.5 -42 59 28.8   29   17.2  5.4 2.36E+36          
172 CXOU J132539.1-425654 284.3 13 25 39.1 -42 56 54.0  352  297.3 18.8 2.67E+37          
173 CXOU J132507.4-430409 285.5 13 25 07.5 -43 04 09.3 6878 6474.7 82.9 6.69E+38 FS       Kraft
174 CXOU J132553.5-430134 285.7 13 25 53.6 -43 01 34.9   73   44.4  8.5 3.95E+36          
175 CXOU J132546.7-425752 287.1 13 25 46.7 -42 57 52.6   90   40.5  9.5 3.51E+36          
176 CXOU J132502.7-430243 289.0 13 25 02.7 -43 02 43.5 2412 2257.9 49.1 2.45E+38          
177 CXOU J132532.7-425624 290.1 13 25 32.8 -42 56 24.2  165  115.8 12.8 1.01E+37 GC       pff-gc-056
178 CXOU J132512.0-425713 291.2 13 25 12.0 -42 57 13.3   29   21.9  5.4 9.13E+36          
179 CXOU J132555.1-430119 301.8 13 25 55.1 -43 01 19.2  198  153.7 14.1 1.31E+37          
180 CXOU J132538.4-425630 302.2 13 25 38.4 -42 56 30.8  150  100.3 12.2 8.94E+36          
181 CXOU J132520.2-425615 304.3 13 25 20.3 -42 56 15.4   42   32.2  6.5 1.02E+37          
182 CXOU J132552.2-425830 312.9 13 25 52.2 -42 58 30.7   71   21.6  8.4 1.86E+36 GC       pff-gc-072
183 CXOU J132554.6-425925 313.4 13 25 54.6 -42 59 25.8 1500 1311.5 38.7 1.10E+38 GC       pff-gc-131
184 CXOU J132549.7-430430 315.7 13 25 49.8 -43 04 30.3   26   18.5  5.1 5.02E+36          
185 CXOU J132556.8-430044 321.8 13 25 56.9 -43 00 44.8  319  244.3 17.9 2.07E+37          
186 CXOU J132546.5-425703 321.8 13 25 46.6 -42 57 03.4  638  487.2 25.3 4.56E+37 GC       pff-gc-168
187 CXOU J132549.1-430447 321.9 13 25 49.2 -43 04 47.3   60   37.2  7.7 8.91E+36          
188 CXOU J132508.2-430511 322.2 13 25 08.3 -43 05 11.3  364  189.8 19.1 2.11E+37          
